,Gene Description,Gene Accession Number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
6180,PTMA gene extracted from Human prothymosin alpha mRNA,M14483_rna1_s_at,18443,21084,22167,21771,19363,26169,15327,17348,20388,17569,13372,15269,9946,15571,21908,11203,10470,10736,6474,15867,9913,26896,25996,13709,15687,21004,12142,16503,8957,13303,12122,14207,11468,11871,7860,14886,14927,13107
6183,PTMA Prothymosin alpha,M26708_s_at,13394,13249,15733,14004,13899,17474,17668,16114,12878,14366,12942,11361,13410,12669,12420,13995,13288,13732,13384,12925,14896,12684,17961,15580,13794,13763,15354,12534,10212,12007,10562,12421,12004,13285,11845,14691,11290,12795
6208,VIM Vimentin,Z19554_s_at,15009,13566,18957,16547,18660,14522,9147,17979,20595,22332,24051,4539,15822,15133,14432,17264,16172,9642,3752,16311,18407,12690,9256,16543,3771,10429,7338,18421,18508,21857,20540,20758,20927,23297,11145,25528,20254,7075
6225,Guanine nucleotide-binding protein G-s-alpha-3 gene extracted from Human guanine nucleotide-binding protein alpha-subunit gene (G-s-alpha),M21142_cds2_s_at,11359,9343,10405,8754,7882,11846,9596,10838,11295,11290,12537,5923,7673,9228,11598,10160,10102,4095,6093,12537,8800,9229,8840,6908,7808,4816,7843,9504,9863,10414,13325,12176,8980,6294,4535,7925,10874,10702
6232,GB DEF = Mitochondrial ubiquinone-binding protein (QP) gene; exon 4,M26730_s_at,1675,2077,1415,1664,1790,1306,904,713,2145,2221,2345,1293,2412,1736,2484,1866,2921,1492,1126,4714,6874,1471,1457,1521,1908,1734,740,2461,2561,2414,892,1837,2478,2267,1471,1716,1361,1398
6235,T-CELL SURFACE GLYCOPROTEIN CD3 EPSILON CHAIN PRECURSOR,M23323_s_at,2117,7691,6290,1554,977,4303,2115,3532,9226,5263,6051,1043,1219,5388,937,1599,3423,1371,1320,1772,753,1787,3410,1602,1091,1454,2356,2132,1094,2146,1459,2011,2945,2051,1815,2232,1794,2319
6241,SAT Spermidine/spermine N1-acetyltransferase,M24485_s_at,2657,3766,4741,2754,3113,3134,3113,2563,8374,4453,3467,2368,2939,2284,5187,2916,8074,4273,1838,3255,795,1404,2184,3018,1327,2171,1414,5453,5212,7209,9663,11501,4126,4012,2034,7011,4023,1462
6267,GB DEF = Partial cDNA sequence; farnesyl pyrophosphate synthetase like-4,Z47055_s_at,868,962,1812,767,708,1040,598,643,3552,844,1953,459,610,989,1116,686,1088,988,348,1055,374,231,797,689,362,571,436,537,383,472,609,510,276,616,543,736,444,389
6273,GB DEF = Casein kinase II beta subunit mRNA,M30448_s_at,2705,4017,2939,2992,3438,3465,2209,2380,5820,3914,3507,2231,3211,3965,3497,3067,7700,2346,2367,7312,1948,1211,3400,3099,2937,2790,1713,5098,3168,3057,2585,4388,3335,3675,2582,3024,3645,3594
6274,Casein kinase II subunit beta (EC 2.7.1.37),X57152_rna1_s_at,2464,2200,1619,2099,1885,2533,2197,1346,3456,2174,2106,1294,2476,2049,2932,1864,2239,1733,922,2864,1445,946,1996,2720,1604,2151,1486,2154,1919,2261,1730,2180,1253,1651,1211,2168,2312,1301
6314,EEF1G Translation elongation factor 1 gamma,M55409_s_at,11154,8499,6976,13764,10718,8231,8710,8851,16435,14383,15618,12236,12625,13614,16357,12717,18358,12150,12522,19388,5330,6539,8217,15151,12091,14012,12383,15730,13230,11456,11445,13634,12893,12087,8709,12512,12602,13933
6376,HMG2 High-mobility group (nonhistone chromosomal) protein 2,X62534_s_at,1688,1642,2319,1745,2127,1579,917,581,3051,4232,2302,764,5202,1263,3090,1159,3158,1335,1889,2662,4622,978,2559,1547,1899,1933,524,2174,2937,1080,807,719,910,907,1084,3073,1856,3213
6387,THYMOSIN BETA-10,S54005_s_at,8231,10026,13498,6678,8644,8309,4824,5033,13655,8147,7035,3449,8020,4893,10267,11553,4551,5135,5426,14383,1821,5089,6288,7361,5669,8519,2816,3532,3002,8761,6779,6504,3017,4239,3291,5504,4355,2306
6398,Transcription factor E2F like protein [human; mRNA; 2492 nt],S49592_s_at,815,952,1425,1159,339,1218,551,1590,1312,1004,1067,439,1193,697,859,709,1668,782,844,944,747,927,600,1026,583,1251,1137,869,422,853,495,674,1228,1153,634,1474,707,991
6424,EIF5A Eukaryotic translation initiation factor 5A,S72024_s_at,778,187,935,1575,729,1250,902,872,638,803,1511,229,491,1221,1256,546,2117,630,463,864,93,414,921,534,556,218,1079,1188,1422,1504,871,1029,1345,511,382,1171,1876,852
6456,Liver mRNA fragment DNA binding protein UPI homologue (C-terminus),X04347_s_at,7952,8200,7381,8007,8590,11252,4837,5901,13385,16096,14091,7776,11147,9518,11945,13265,14313,12479,13196,14974,21800,9801,9497,8801,8653,10378,11401,13344,13433,8531,8329,7668,8583,8905,6526,7927,11160,13784
6457,HNRPA1 Heterogeneous nuclear ribonucleoprotein A1,U00947_s_at,7544,9020,7225,6458,6756,5777,5502,7995,11534,7976,11076,3920,6682,8338,7083,7504,18345,5061,7535,17999,11922,9158,6915,8195,8190,6181,7674,13673,7472,9285,6356,6778,9776,9146,6925,6695,7801,10987
6463,GB DEF = Chromosome 1q subtelomeric sequence D1S553,U06155_s_at,16627,13660,18802,16263,16907,23447,24680,22449,13611,18927,17281,19268,17921,15302,14709,16884,11993,18649,18397,9927,16869,13488,24282,15906,17608,16740,23878,14845,17393,13465,346,17196,16938,16654,24399,19549,16257,18273
6515,Heterochromatin protein HP1Hs-gamma mRNA,U26312_s_at,508,545,736,442,693,496,161,260,944,568,616,232,466,593,673,636,1041,295,409,1203,769,105,592,543,220,191,250,343,611,431,231,403,266,270,156,273,296,247
6524,Splicing factor SRp40-1 (SRp40) mRNA,U30827_s_at,1564,1467,942,869,1520,992,1270,1048,1331,785,1415,626,2361,990,1911,1992,2865,388,1513,7317,744,852,835,1458,1087,847,491,1499,991,923,665,1679,2282,1128,480,1891,1271,1315
6550,GB DEF = Partial cDNA sequence; clone x101; putative microtubule-associated; protein 1A (MAP1A),Z47038_s_at,1056,1181,984,1009,477,1065,1258,1326,1455,566,1123,612,466,709,599,799,1968,567,596,889,549,778,986,1093,837,563,1012,1042,628,1068,838,1217,1402,914,1156,1058,1112,1030
6573,Enhancer of rudimentary homolog mRNA,Z49148_s_at,13947,17262,12195,15454,15614,12808,14373,10342,16742,16647,16439,16049,15161,17070,16082,17800,15259,16022,17446,16388,717,7573,14509,15083,17628,14942,15371,16848,18644,16078,15389,16075,15768,16406,14425,15127,16259,16477
6595,Ubiquitin-homology domain protein PIC1 mRNA,U67122_s_at,857,1775,1026,272,463,769,181,335,1301,795,1692,500,772,782,722,759,1205,362,278,1333,915,443,594,765,557,354,111,834,692,636,435,612,796,413,235,498,773,525
6611,PABPL1 Poly(A)-binding protein-like 1,U68105_s_at,5692,7041,4085,6490,7195,4109,4844,3574,9175,4488,8199,4124,4793,10548,8161,4602,8703,4437,4253,7540,8507,3089,3930,10035,4173,3857,4216,6446,5244,8005,5608,6462,8054,8488,4753,6348,7928,5145
6612,GB DEF = Polyadenylate binding protein II,Z48501_s_at,8418,11569,9738,11464,9349,12415,8502,7148,11771,7696,11587,7889,6958,14111,11899,6535,14654,5751,4661,9427,2707,4033,7859,13925,8183,4737,5503,15315,7780,17064,11692,14497,17712,14917,7757,17609,15160,14977
6617,PHAPI2b protein,U70439_s_at,4531,4411,5133,3426,2889,6022,2434,2443,11509,7743,7021,3328,5589,6059,6117,3248,10539,4197,3413,7516,7540,1233,5838,2978,3708,4559,2404,8446,6143,4108,4485,5092,5455,3589,3243,5372,7113,6496
6664,P68 PROTEIN,X15729_s_at,2840,3719,3169,1939,2747,1911,2438,2166,3915,1834,4007,954,4673,1944,2988,4266,5065,1213,2367,7414,3597,2376,1987,3169,2358,1652,1308,2633,1629,2388,1512,3472,3379,3502,1466,2966,1972,2414
6669,JunD mRNA,X56681_s_at,11038,18550,8398,5763,7880,6691,9313,17826,14471,17685,18093,12006,12034,7974,7810,5024,13170,3790,12336,15673,14895,16299,10721,9081,19908,15023,8854,20011,10380,18433,11400,20909,19907,15573,6927,17446,16136,18118
6691,GB DEF = Integrin associated protein mRNA;,Z25521_s_at,1201,2302,3242,1145,1824,1863,1270,800,5407,1055,1727,606,914,1146,1832,1079,4516,662,1228,2118,930,614,1018,1135,560,976,736,943,1008,832,639,2013,848,2036,608,1044,818,1189
6730,BETA-2-MICROGLOBULIN PRECURSOR,S82297_at,9712,9336,11727,10177,10411,16421,15907,13493,8893,11949,8079,15497,11377,9068,8694,10876,7736,12914,12498,6580,1971,12986,8296,8384,11552,9245,11815,9451,15533,8770,13264,10601,9960,9007,11349,11444,10228,10041
6757,Small Nuclear Ribonucleoprotein U1; 1snrp,HG4557-HT4962_at,317,658,331,244,377,305,297,358,249,236,675,194,596,399,465,463,735,230,238,1122,1083,359,345,504,311,308,234,261,323,208,261,505,368,580,394,250,190,420
6759,ZNF91 Zinc finger protein 91 (HPF7; HTF10),L11672_at,8409,6711,10145,6873,4278,5711,5368,9592,6743,6125,6089,3503,6150,5791,5106,5962,10631,3049,5056,10630,7314,4586,5526,8166,4571,8838,4770,3737,1676,4225,3576,6023,6253,9891,6182,4373,3865,4794
6760,ZNF91 Zinc finger protein 91 (HPF7; HTF10),L11672_r_at,5056,3888,3584,2355,1252,1954,1557,5202,3421,1287,3894,747,3844,3367,2333,2999,3260,591,1836,6103,5118,1540,2735,3159,1514,3629,1743,794,663,1051,873,2653,2892,2473,2229,721,685,1322
6766,GB DEF = Neurofilament triplet L protein mRNA; partial cds,U57341_r_at,6078,5383,7160,7160,3449,6364,6793,7210,7441,4454,4589,5093,3342,4884,3847,4164,7496,3007,4157,4623,2441,4326,4673,4161,4659,3329,6562,7326,2608,5235,7617,8587,8402,6384,4773,7579,6354,5804
6772,GB DEF = TNNT2 gene exon 11,X98482_r_at,13665,16658,15573,11275,12465,27089,25427,19436,7485,18678,18795,13817,15440,15294,14117,15431,11945,16256,14616,15843,15421,11499,17999,14915,13847,15195,20237,14104,6080,13791,18190,10872,9752,9395,16601,17907,13632,18447
6789,Major Histocompatibility Complex; Class I (Gb:X12432),HG3597-HT3800_f_at,9017,6913,4113,3434,2839,1454,3431,6677,3611,2782,2093,5218,10658,6636,7704,3129,9721,4575,5294,8946,2197,4150,1303,3567,7875,9641,4058,6029,6458,8245,3536,4745,9261,3905,5278,11468,6850,3270
6814,Tubulin; Beta 2,HG1980-HT2023_at,3793,1748,2659,4668,3305,2354,4104,1940,8089,3134,3402,669,4462,1464,6251,3938,3917,2528,3435,3282,7928,779,2302,3397,2841,5034,1373,3799,2453,7892,3878,5342,3739,3206,2306,8786,8032,4255
6858,RPL7A Ribosomal protein L7a,M36072_at,12923,12948,12759,14392,14312,16330,14146,14192,12788,15852,15411,17167,12386,14808,12760,14369,13227,16250,13728,9687,13082,12428,14266,14870,15470,13425,17145,14398,15862,13573,18620,14482,15461,13742,12616,15145,13368,15182
6914,Alpha-tubulin mRNA,X01703_at,2620,4782,2397,1107,2087,1086,152,2367,6747,6032,5199,1951,2255,883,1797,2329,3761,1172,416,6552,8070,1256,1495,1723,1700,2170,1087,2422,1386,3633,1714,4127,4685,1165,651,1542,556,503
6926,RPS26 Ribosomal protein S26,X69654_at,14339,5086,9752,8995,3407,6280,9502,13141,14781,4396,5914,9678,6609,10724,12996,5843,17349,8178,3462,9987,10260,3061,8399,15264,4503,10193,4658,12727,17184,4889,5717,13917,5336,15349,4222,8346,9990,3885
6985,GARS Glycyl-tRNA synthetase,U09587_at,1492,1817,1497,1101,1419,1154,1114,1310,2858,1461,2383,423,1597,1388,1658,1565,2688,1483,1922,3559,3231,961,1542,1360,813,1435,1398,1619,1185,1753,1188,868,950,1167,1007,1292,1859,1594
7022,GB DEF = Omega light chain protein 14.1 (Ig lambda chain related) gene; exon 3,M34516_r_at,4120,3348,691,2029,1926,890,725,2037,1086,640,818,559,991,1223,786,371,5927,9380,640,877,6492,789,805,641,652,955,3630,1176,845,2991,1130,1005,2278,6794,1594,5842,6255,1192
7029,HLA-A MHC class I protein HLA-A (HLA-A28;-B40; -Cw3),D32129_f_at,7118,14580,5245,6779,8732,2633,5586,10295,6382,3845,5139,7372,15435,12962,15728,3104,12882,8097,7561,12559,3711,16325,1782,4768,13714,13713,5293,8724,11383,15229,8454,7373,9068,7265,6074,18066,12242,6275
7032,Transcription Factor Btf3b,HG1515-HT1515_f_at,2829,4197,3850,3935,3033,3362,3839,2775,7457,4413,6224,3696,3052,4972,5917,4746,9199,3085,4366,10401,5112,3191,4422,6100,4814,3175,3029,5974,4980,5351,3623,4599,4659,5660,3294,3689,4667,4015
7035,Major Histocompatibility Complex; Class I; E (Gb:M20022),HG2915-HT3059_f_at,7531,8445,3385,5252,2911,3314,3481,6015,4966,2183,3278,4912,9826,5473,11837,3198,4631,5217,4756,12565,438,4150,1556,3574,6723,7873,1653,8218,6039,10429,3487,8715,7913,4867,2880,14675,9258,3634
7036,Major Histocompatibility Complex; Class I; E (Gb:M21533),HG2917-HT3061_f_at,7632,7445,3275,5700,3719,3158,4150,5646,4446,2398,3348,4499,11134,5416,12184,3615,5630,4725,5356,13750,533,3865,1430,3197,6488,7486,2491,8121,4821,10241,3540,8342,9328,5750,3243,12718,10502,2688
7095,ACTB Actin; beta,X00351_f_at,21210,21059,24292,17558,18530,33638,20531,17000,22307,20357,18573,14924,17084,20761,19599,19110,22689,22481,12040,15575,868,7597,19551,19009,10929,16563,15848,16876,9184,21787,21617,24514,18039,16027,10462,26818,17484,11184
7096,GAPD Glyceraldehyde-3-phosphate dehydrogenase,X01677_f_at,13771,15097,17378,13818,15619,27972,18708,11531,15594,18398,17651,23030,15408,13972,13935,15036,14758,17485,15675,11343,2518,16025,23399,14012,17512,13508,17149,13859,19228,15527,17676,14574,15518,13940,16721,18306,16806,16523
7100,Major Histocompatibility Complex; Class I; C (Gb:X58536),HG658-HT658_f_at,14476,13686,6560,8955,8443,3632,9542,15741,7641,6039,6012,11347,15086,11387,14741,4700,10977,10693,10248,13484,10409,16305,2129,10672,12817,15085,6656,10547,9355,13538,10144,10373,12292,8102,7771,16593,13591,11303
7118,Transcriptional activator hSNF2b,U29175_at,1582,624,753,743,626,1157,552,572,1776,756,1972,219,1322,732,1636,2076,917,453,1660,2174,3707,295,1377,1456,404,1982,949,429,314,208,385,688,248,454,391,412,393,286
